"BehaviorSpace results (NetLogo 6.1.1)"
"wasps.nlogo"
"experiment-1"
"10/28/2019 20:47:27:655 +1300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","208","0","325"
"[run number]","r-mean","r-sd","lambda-1","p-ldd","use-seed?","seed","scenario","number-of-sites","wasps-per-site","percentile-selector","init-sd-occ","homogenous?","show-pop","track-monitoring-area?","base-prop-gm","release-prop-gm","show-pop?","periodicity","init-mean-occ","[step]","total-pop","prop-occupied"
"171","2","0","1","0","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","7654926","0.5978615855053773"
"148","2","0","0.5","0.001","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","12274915","0.989911176752023"
"176","2","0","1","0","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","8844053","0.6974809144426185"
"200","2","0","1","1.0E-5","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844455","0.989911176752023"
"202","2","0","1","1.0E-5","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"185","2","0","1","1.0E-5","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11850293","0.990077590331371"
"191","2","0","1","1.0E-5","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11838460","0.9902856073055561"
"184","2","0","1","1.0E-5","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843133","0.9904312191874857"
"198","2","0","1","1.0E-5","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846030","0.98995278014686"
"207","2","0","1","1.0E-5","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"186","2","0","1","1.0E-5","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847605","0.9904936242797412"
"209","2","0","1","1.0E-5","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"181","2","0","1","1.0E-5","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11836123","0.9900567886339525"
"199","2","0","1","1.0E-5","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11850324","0.9903064090029746"
"195","2","0","1","1.0E-5","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11852499","0.9904104174900672"
"213","2","0","1","1.0E-4","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"190","2","0","1","1.0E-5","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11851294","0.9906808395565078"
"193","2","0","1","1.0E-5","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11833660","0.9902232022133006"
"182","2","0","1","1.0E-5","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843475","0.9905768310694153"
"187","2","0","1","1.0E-5","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843900","0.9904104174900672"
"218","2","0","1","1.0E-4","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"219","2","0","1","1.0E-4","true","9","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","4.16033948370187E-5"
"196","2","0","1","1.0E-5","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847155","0.9903688140952301"
"192","2","0","1","1.0E-5","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11838180","0.9904520208849042"
"201","2","0","1","1.0E-5","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11851050","0.9908264514384374"
"210","2","0","1","1.0E-5","true","30","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11849095","0.990119193726208"
"224","2","0","1","1.0E-4","true","14","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"205","2","0","1","1.0E-5","true","25","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11855472","0.9904728225823227"
"204","2","0","1","1.0E-5","true","24","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11837463","0.9902232022133006"
"227","2","0","1","1.0E-4","true","17","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"208","2","0","1","1.0E-5","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845868","0.9901399954236265"
"206","2","0","1","1.0E-5","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11837990","0.9901399954236265"
"203","2","0","1","1.0E-5","true","23","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847720","0.9902232022133006"
"214","2","0","1","1.0E-4","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11842678","0.9905768310694153"
"232","2","0","1","1.0E-4","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"215","2","0","1","1.0E-4","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843265","0.9901399954236265"
"221","2","0","1","1.0E-4","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846639","0.9905560293719967"
"212","2","0","1","1.0E-4","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845434","0.9908056497410188"
"216","2","0","1","1.0E-4","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845205","0.9906600378590893"
"237","2","0","1","1.0E-4","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"211","2","0","1","1.0E-4","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11848644","0.9907848480436003"
"239","2","0","1","1.0E-4","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"220","2","0","1","1.0E-4","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846414","0.9902856073055561"
"217","2","0","1","1.0E-4","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846401","0.9904728225823227"
"223","2","0","1","1.0E-4","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844770","0.9903688140952301"
"243","2","0","1","3.0E-4","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"222","2","0","1","1.0E-4","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845740","0.9904104174900672"
"225","2","0","1","1.0E-4","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11841573","0.9901815988184636"
"228","2","0","1","1.0E-4","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845307","0.9903896157926487"
"230","2","0","1","1.0E-4","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11836327","0.9905352276745782"
"248","2","0","1","3.0E-4","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"249","2","0","1","3.0E-4","true","9","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","4.16033948370187E-5"
"226","2","0","1","1.0E-4","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847683","0.9906600378590893"
"229","2","0","1","1.0E-4","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11834534","0.9905352276745782"
"231","2","0","1","1.0E-4","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847133","0.9907224429513448"
"234","2","0","1","1.0E-4","true","24","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846237","0.9908056497410188"
"254","2","0","1","3.0E-4","true","14","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"233","2","0","1","1.0E-4","true","23","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845934","0.9905144259771598"
"236","2","0","1","1.0E-4","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846772","0.9904520208849042"
"257","2","0","1","3.0E-4","true","17","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"235","2","0","1","1.0E-4","true","25","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843460","0.9903688140952301"
"240","2","0","1","1.0E-4","true","30","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844283","0.9907016412539263"
"238","2","0","1","1.0E-4","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844351","0.9907432446487633"
"241","2","0","1","3.0E-4","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11855064","0.9906600378590893"
"262","2","0","1","3.0E-4","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"244","2","0","1","3.0E-4","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11838482","0.9907848480436003"
"245","2","0","1","3.0E-4","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846737","0.9908056497410188"
"242","2","0","1","3.0E-4","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847263","0.9908264514384374"
"246","2","0","1","3.0E-4","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11855148","0.990119193726208"
"267","2","0","1","3.0E-4","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"251","2","0","1","3.0E-4","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11849629","0.9908264514384374"
"269","2","0","1","3.0E-4","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"250","2","0","1","3.0E-4","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11841756","0.9904728225823227"
"247","2","0","1","3.0E-4","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11851051","0.9903064090029746"
"252","2","0","1","3.0E-4","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11837133","0.9910760718074595"
"273","2","0","1","0.001","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"255","2","0","1","3.0E-4","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11851451","0.9906392361616708"
"253","2","0","1","3.0E-4","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844402","0.9899735818442785"
"258","2","0","1","3.0E-4","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11846436","0.9906392361616708"
"259","2","0","1","3.0E-4","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845718","0.9904936242797412"
"278","2","0","1","0.001","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"279","2","0","1","0.001","true","9","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","4.16033948370187E-5"
"260","2","0","1","3.0E-4","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844046","0.9905144259771598"
"256","2","0","1","3.0E-4","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11839521","0.9895991512907453"
"261","2","0","1","3.0E-4","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847704","0.9905144259771598"
"263","2","0","1","3.0E-4","true","23","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11834815","0.9903480123978117"
"284","2","0","1","0.001","true","14","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"264","2","0","1","3.0E-4","true","24","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11842656","0.9902648056081377"
"265","2","0","1","3.0E-4","true","25","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11853985","0.9903272107003932"
"287","2","0","1","0.001","true","17","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"266","2","0","1","3.0E-4","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11836449","0.990202400515882"
"268","2","0","1","3.0E-4","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11852928","0.9903480123978117"
"270","2","0","1","3.0E-4","true","30","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11836724","0.990119193726208"
"275","2","0","1","0.001","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844601","0.9904312191874857"
"292","2","0","1","0.001","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"274","2","0","1","0.001","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11847269","0.9906600378590893"
"272","2","0","1","0.001","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11840055","0.9906392361616708"
"276","2","0","1","0.001","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11849410","0.9908264514384374"
"271","2","0","1","0.001","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844482","0.9904520208849042"
"297","2","0","1","0.001","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"280","2","0","1","0.001","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11834868","0.9904312191874857"
"299","2","0","1","0.001","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"277","2","0","1","0.001","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845644","0.9903688140952301"
"281","2","0","1","0.001","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843378","0.9909096582281114"
"282","2","0","1","0.001","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11837870","0.9903480123978117"
"303","2","0","2","0","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"283","2","0","1","0.001","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11844059","0.9907016412539263"
"288","2","0","1","0.001","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11841940","0.9902856073055561"
"285","2","0","1","0.001","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11831477","0.9905560293719967"
"286","2","0","1","0.001","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845808","0.9906392361616708"
"308","2","0","2","0","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"290","2","0","1","0.001","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11842367","0.9904520208849042"
"289","2","0","1","0.001","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11830226","0.9904936242797412"
"304","2","0","2","0","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","10999430","0.9771597362344767"
"291","2","0","1","0.001","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11851218","0.9903480123978117"
"301","2","0","2","0","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11196164","0.9906392361616708"
"314","2","0","2","0","true","14","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"302","2","0","2","0","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11215162","0.9903480123978117"
"293","2","0","1","0.001","true","23","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11843666","0.9905768310694153"
"317","2","0","2","0","true","17","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"305","2","0","2","0","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","10835861","0.96218251409315"
"294","2","0","1","0.001","true","24","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11840611","0.9903480123978117"
"298","2","0","1","0.001","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11838865","0.9901607971210451"
"300","2","0","1","0.001","true","30","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11841045","0.9906600378590893"
"322","2","0","2","0","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"311","2","0","2","0","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","10684874","0.981008050256901"
"306","2","0","2","0","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11185976","0.990202400515882"
"296","2","0","1","0.001","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11829543","0.9904728225823227"
"307","2","0","2","0","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11133636","0.9886630749069124"
"327","2","0","2","0","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"295","2","0","1","0.001","true","25","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11845312","0.9908056497410188"
"329","2","0","2","0","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"309","2","0","2","0","true","9","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11190096","0.990077590331371"
"310","2","0","2","0","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11008289","0.9757244191125996"
"313","2","0","2","0","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","9303150","0.893162482058536"
"333","2","0","2","1.0E-5","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"315","2","0","2","0","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11190099","0.9905144259771598"
"318","2","0","2","0","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","9708361","0.9298982796996235"
"320","2","0","2","0","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208408","0.9904312191874857"
"330","2","0","2","0","true","30","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","9067077","0.8852786387369209"
"338","2","0","2","1.0E-5","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"324","2","0","2","0","true","24","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","10054548","0.9405487487779003"
"319","2","0","2","0","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11217349","0.9908056497410188"
"325","2","0","2","0","true","25","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","10678215","0.9553803590372975"
"316","2","0","2","0","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11216390","0.9903896157926487"
"312","2","0","2","0","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208872","0.9904728225823227"
"344","2","0","2","1.0E-5","true","14","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"328","2","0","2","0","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","10180866","0.9432945728371435"
"323","2","0","2","0","true","23","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208856","0.9903688140952301"
"347","2","0","2","1.0E-5","true","17","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"321","2","0","2","0","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11171418","0.9889959020656085"
"326","2","0","2","0","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11210010","0.9906808395565078"
"331","2","0","2","1.0E-5","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208590","0.9904936242797412"
"332","2","0","2","1.0E-5","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208140","0.9905976327668338"
"352","2","0","2","1.0E-5","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"335","2","0","2","1.0E-5","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11215942","0.9904936242797412"
"336","2","0","2","1.0E-5","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11216572","0.9904936242797412"
"334","2","0","2","1.0E-5","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11199231","0.9904728225823227"
"341","2","0","2","1.0E-5","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11226795","0.9906808395565078"
"357","2","0","2","1.0E-5","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"337","2","0","2","1.0E-5","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11205777","0.9904520208849042"
"359","2","0","2","1.0E-5","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"340","2","0","2","1.0E-5","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11206107","0.9903064090029746"
"345","2","0","2","1.0E-5","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11206409","0.9906808395565078"
"339","2","0","2","1.0E-5","true","9","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11207175","0.9902648056081377"
"363","2","0","2","1.0E-4","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"348","2","0","2","1.0E-5","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11220526","0.9904728225823227"
"343","2","0","2","1.0E-5","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11213373","0.990202400515882"
"346","2","0","2","1.0E-5","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11222718","0.9905144259771598"
"349","2","0","2","1.0E-5","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11214090","0.9908264514384374"
"368","2","0","2","1.0E-4","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"342","2","0","2","1.0E-5","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11215256","0.990202400515882"
"350","2","0","2","1.0E-5","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208606","0.9909096582281114"
"351","2","0","2","1.0E-5","true","21","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11226118","0.9903480123978117"
"355","2","0","2","1.0E-5","true","25","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11199710","0.9902856073055561"
"354","2","0","2","1.0E-5","true","24","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208537","0.9904312191874857"
"374","2","0","2","1.0E-4","true","14","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"353","2","0","2","1.0E-5","true","23","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11226078","0.9905976327668338"
"356","2","0","2","1.0E-5","true","26","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11221423","0.9906808395565078"
"377","2","0","2","1.0E-4","true","17","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"360","2","0","2","1.0E-5","true","30","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11209047","0.9907640463461819"
"358","2","0","2","1.0E-5","true","28","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11218011","0.9906184344642522"
"362","2","0","2","1.0E-4","true","2","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11220383","0.9903480123978117"
"366","2","0","2","1.0E-4","true","6","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11207889","0.9904312191874857"
"382","2","0","2","1.0E-4","true","22","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"365","2","0","2","1.0E-4","true","5","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11222802","0.9906392361616708"
"364","2","0","2","1.0E-4","true","4","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11210394","0.9902648056081377"
"361","2","0","2","1.0E-4","true","1","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11211906","0.9905352276745782"
"367","2","0","2","1.0E-4","true","7","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11213308","0.9906184344642522"
"387","2","0","2","1.0E-4","true","27","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"369","2","0","2","1.0E-4","true","9","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11212090","0.9903272107003932"
"389","2","0","2","1.0E-4","true","29","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"370","2","0","2","1.0E-4","true","10","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11210758","0.9900983920287896"
"371","2","0","2","1.0E-4","true","11","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11207301","0.9902648056081377"
"375","2","0","2","1.0E-4","true","15","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11208486","0.9902232022133006"
"393","2","0","2","3.0E-4","true","3","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","2","0","2.080169741850935E-5"
"376","2","0","2","1.0E-4","true","16","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11209716","0.9903272107003932"
"373","2","0","2","1.0E-4","true","13","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11217213","0.9904520208849042"
"372","2","0","2","1.0E-4","true","12","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11209395","0.9903480123978117"
"378","2","0","2","1.0E-4","true","18","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11211864","0.9907224429513448"
"398","2","0","2","3.0E-4","true","8","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","1","0","2.080169741850935E-5"
"379","2","0","2","1.0E-4","true","19","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11233529","0.9905560293719967"
"380","2","0","2","1.0E-4","true","20","release sites only","1","1","0","0","false","0","false","0.01","0","true","0","0.5","100","11205624","0.9904728225823227"
