"BehaviorSpace results (NetLogo 6.1.0)"
"wasps.nlogo"
"experiment"
"11/25/2019 13:23:20:042 +1300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","208","0","325"
"[run number]","lambda-1","use-seed?","seed","init-sd-occ","percentile-selector","homogenous?","show-pop","number-of-sites","track-monitoring-area?","p-ldd","base-prop-gm","release-prop-gm","show-pop?","r-mean","periodicity","wasps-per-site","init-mean-occ","r-sd","scenario","[step]","total-pop","prop-occupied"
"3","0.5","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","10","11066795","0.9897031597778378"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","97","2712739","0.8558650385871487"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","112","2564864","0.8803694381461528"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","87","2579085","0.8301749422752897"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","109","3444143","0.9051858631664343"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","98","2583628","0.8454849915753125"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","113","2287431","0.8718823455994009"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","88","2848009","0.8427183658186508"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","110","3641145","0.9100118569675285"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","99","2468968","0.8340856613899694"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","114","2008995","0.8634368564474861"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","89","3145609","0.8570715370374222"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","100","2368147","0.8308613982901004"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","115","1771368","0.846649886630749"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","111","3752124","0.9105527011004098"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","116","1600777","0.8306325796184969"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","101","2297497","0.8340440579951324"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","90","3447385","0.8720279574813304"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","117","1502932","0.8169866661119547"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","112","3773662","0.9069748091444262"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","102","2259826","0.8358954090653797"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","118","1473921","0.8066066191001185"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","91","3747206","0.8813055145299856"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","103","2266623","0.8414910656709588"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","119","1491354","0.8083123582884363"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","113","3769260","0.8970732011732158"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","120","1553041","0.8171946830861399"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","104","2314075","0.8480852037526262"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","92","4024375","0.8922680090695401"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","121","1627248","0.8280947725334388"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","114","3729339","0.8869219728329831"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","105","2385685","0.8539304807272273"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","122","1725032","0.8426975641212323"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","93","4272951","0.8991949743099037"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","106","2483557","0.8635200632371601"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","115","3682933","0.8715495184407047"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","123","1859519","0.8605454205063133"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","107","2607681","0.8683460570382543"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","124","2042377","0.8776236140869095"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","116","3608714","0.8580700185135107"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","94","4487895","0.9049362427974122"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","125","2257105","0.8895845901025524"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","108","2744485","0.8766251326108211"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","117","3502534","0.8398893349697335"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","95","4655966","0.9042081833877644"
"6","1","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","11","11025457","0.9908472531358559"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","126","2461344","0.8969899943835417"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","109","2900952","0.8841345453789029"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","118","3352751","0.829779710024338"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","127","2642536","0.8997982235350405"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","110","3066663","0.8865267405820315"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","96","4775143","0.9016287729078692"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","119","3148544","0.8222078921640006"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","128","2802307","0.9025232458968652"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","111","3212042","0.8930584735714434"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","120","2909418","0.8229567532710669"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","97","4830338","0.8937865329810912"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","129","2931412","0.9112599588126391"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","112","3321240","0.8924760260437251"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","121","2658634","0.8281155742308572"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","122","2421712","0.8347929191021988"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","130","3023370","0.9122168368938905"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","98","4811252","0.8899590206560856"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","113","3397473","0.8943273771139725"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","123","2207735","0.8373307261872569"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","131","3052774","0.9101574688494581"
"3","0.5","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","11","11564481","0.9902856073055561"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","124","2049486","0.8403677740103592"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","114","3433343","0.8892517629438562"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","99","4744682","0.8789757244191126"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","125","1968336","0.8435504337153912"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","132","3007932","0.9044994071516236"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","115","3430143","0.8878996526116532"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","126","1985226","0.8483764275164853"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","100","4602212","0.8713206997691012"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","133","2889465","0.9004638778524328"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","127","2096806","0.8527863873692093"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","116","3367184","0.8862563185155908"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","134","2712890","0.8887733239032305"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","128","2295129","0.8613358850082167"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","101","4390984","0.8662450855989848"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","117","3253087","0.8822831943086555"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","129","2567502","0.8672643687724918"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","135","2514130","0.8766459343082396"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","102","4117828","0.8612110748237056"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","118","3102458","0.8738377051567408"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","130","2877594","0.8773947954153059"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","136","2304567","0.860774239177917"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","119","2943074","0.8673683772595844"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","137","2128212","0.8479811952655336"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","103","3800354","0.8547625486239677"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","131","3179589","0.883073658810559"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","138","1990171","0.8396397146007114"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","120","2792191","0.858735672830903"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","104","3467347","0.8482516173319743"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","132","3447747","0.8895845901025524"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","139","1901946","0.8273459114263724"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","121","2661002","0.8527863873692093"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","140","1865391","0.8222910989536746"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","105","3149941","0.846441869656564"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","133","3664548","0.8956586857487571"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","122","2554388","0.8467538951178416"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","141","1844561","0.8218542633078859"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","106","2880985","0.8390364653755746"
"6","1","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","12","10368841","0.9894743411062342"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","134","3818120","0.8994861980737628"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","123","2467871","0.8402845672206852"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","142","1834199","0.8302373473675452"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","107","2669226","0.8360618226447278"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","143","1849347","0.8473571443429784"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","124","2415300","0.8379547771098121"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","135","3908274","0.9026896594762133"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","108","2518435","0.8284900047843904"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","144","1887553","0.8572171489193519"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","125","2379417","0.840887816445822"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","109","2435228","0.8291556591017827"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","145","1960397","0.8627712021300938"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","136","3941855","0.9035217273729537"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","126","2370322","0.844195286335365"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","146","2043929","0.8743161441973665"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","110","2417137","0.8296132964449899"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","127","2395598","0.8470867222765378"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","137","3922150","0.8986957335718595"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","147","2132994","0.884384165747925"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","111","2462872","0.830840596592682"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","128","2461813","0.8516422940111913"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","148","2214609","0.8913527343831257"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","112","2560087","0.8387660433091341"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","138","3848656","0.8925176294385622"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","129","2562614","0.8585692592515549"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","149","2298260","0.8985709233873485"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","113","2715452","0.8429471844902544"
"3","0.5","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","12","10919875","0.9894327377113973"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","130","2666411","0.8651425956358039"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","139","3720408","0.8862147151207539"
"5","1","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","150","2366452","0.9007342999188733"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","114","2911290","0.8525575686976057"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","131","2761343","0.8686788841969505"
"7","2","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","0","12537789","0.99093045992553"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","140","3543400","0.8757930647140807"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","115","3146618","0.8580908202109292"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","132","2844641","0.874170532315437"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","141","3317237","0.8644561396209931"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","116","3384501","0.8660162669273813"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","133","2921889","0.8814095230170782"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","142","3053945","0.8550121689929898"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","134","2992830","0.8817215484783558"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","117","3636259","0.8714871133484492"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","143","2783730","0.8401597570361742"
"7","2","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","1","12438645","0.9921785617706405"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","135","3060137","0.8792045430907162"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","144","2517720","0.8248705094335698"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","118","3864305","0.8771243733488653"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","145","2276290","0.8155929523849146"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","136","3116488","0.8772699852307948"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","119","4070583","0.8828656418363738"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","146","2067155","0.8127847232334159"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","137","3154050","0.8760010816882657"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","147","1893446","0.8133047656688785"
"7","2","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","2","10981552","0.9892663241320492"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","120","4222326","0.8835312961537661"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","148","1758556","0.8168410542300252"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","138","3162113","0.8770203648617727"
"6","1","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","13","10567364","0.9905976327668338"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","149","1684044","0.8267634638986542"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","139","3141371","0.8758970732011733"
"4","1","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","150","1679867","0.8406589977742184"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","121","4299767","0.8845713810246916"
"8","2","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","0","12537789","0.99093045992553"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","140","3091977","0.8765627275185656"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","122","4299819","0.884425769142762"
"7","2","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","3","11502779","0.9913256921764816"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","141","3024611","0.8751898154889439"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","123","4231654","0.8808270754893599"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","142","2946068","0.8739833170386704"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","143","2862300","0.8726936117987227"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","124","4116294","0.8767915461901691"
"8","2","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","1","12436009","0.992157760073222"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","144","2790592","0.8673475755621659"
"7","2","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","4","11089048","0.9906392361616708"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","125","3967142","0.8722567761529341"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","145","2732069","0.8636240717242527"
"3","0.5","true","1","0","0.95","false","0","20","false","0.1","0","1","true","2","1","500","0.5","0","base plus release sites","13","11267596","0.9902232022133006"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","126","3792958","0.861918332535935"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","146","2690281","0.8593805254508768"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","127","3595665","0.8586316643438104"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","147","2654884","0.8565098912071225"
"7","2","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","5","11338167","0.9912840887816445"
"8","2","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","2","10976038","0.9888294884862605"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","148","2647691","0.8576955879599776"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","128","3378133","0.853348033199509"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","149","2638926","0.8611694714288686"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","129","3151990","0.8387868450065525"
"2","0.5","true","1","0","0.95","false","0","20","false","0.001","0","1","true","2","1","500","0.5","0","base plus release sites","150","2640867","0.8615647036798203"
"1","0.5","true","1","0","0.95","false","0","20","false","1.0E-5","0","1","true","2","1","500","0.5","0","base plus release sites","130","2925516","0.8322343103197221"
